Municipality,ref: ISTAT,Waste type,Quantity,category
Volano,4022224,Waste Electrical and Electronic Equipment (t),33.302,7
Ziano di Fiemme,4022226,Waste Electrical and Electronic Equipment (t),17.651,7
Ala,4022001,Waste Electrical and Electronic Equipment (t),65.5,7
Albiano,4022002,Waste Electrical and Electronic Equipment (t),11.988,7
Aldeno,4022003,Waste Electrical and Electronic Equipment (t),25.422,7
Altavalle,4022235,Waste Electrical and Electronic Equipment (t),13.725,7
Altopiano Della Vigolana,4022236,Waste Electrical and Electronic Equipment (t),42.856,7
Amblar-Don,4022237,Waste Electrical and Electronic Equipment (t),5.437,7
Andalo,4022005,Waste Electrical and Electronic Equipment (t),27.705,7
Arco,4022006,Waste Electrical and Electronic Equipment (t),153.137,7
Avio,4022007,Waste Electrical and Electronic Equipment (t),34.323,7
Baselga di Pine,4022009,Waste Electrical and Electronic Equipment (t),46.653,7
Bedollo,4022011,Waste Electrical and Electronic Equipment (t),12.786,7
Besenello,4022013,Waste Electrical and Electronic Equipment (t),22.929,7
Bieno,4022015,Waste Electrical and Electronic Equipment (t),4.26,7
Bleggio Superiore,4022017,Waste Electrical and Electronic Equipment (t),16.424,7
Bocenago,4022018,Waste Electrical and Electronic Equipment (t),4.76,7
Bondone,4022021,Waste Electrical and Electronic Equipment (t),6.421,7
Borgo Chiese,4022238,Waste Electrical and Electronic Equipment (t),19.052,7
Borgo d\'Anaunia,4022252,Waste Electrical and Electronic Equipment (t),25.218,7
Borgo Lares,4022239,Waste Electrical and Electronic Equipment (t),7.112,7
Borgo Valsugana,4022022,Waste Electrical and Electronic Equipment (t),62.027,7
Brentonico,4022025,Waste Electrical and Electronic Equipment (t),35.989,7
Bresimo,4022026,Waste Electrical and Electronic Equipment (t),2.245,7
Caderzone Terme,4022029,Waste Electrical and Electronic Equipment (t),9.037,7
Calceranica al Lago,4022032,Waste Electrical and Electronic Equipment (t),16.119,7
Caldes,4022033,Waste Electrical and Electronic Equipment (t),7.717,7
Caldonazzo,4022034,Waste Electrical and Electronic Equipment (t),30.767,7
Calliano,4022035,Waste Electrical and Electronic Equipment (t),3.189,7
Campitello di Fassa,4022036,Waste Electrical and Electronic Equipment (t),4.633,7
Campodenno,4022037,Waste Electrical and Electronic Equipment (t),12.832,7
Canal San Bovo,4022038,Waste Electrical and Electronic Equipment (t),13.335,7
Canazei,4022039,Waste Electrical and Electronic Equipment (t),28.523,7
Capriana,4022040,Waste Electrical and Electronic Equipment (t),5.095,7
Carisolo,4022042,Waste Electrical and Electronic Equipment (t),17.097,7
Carzano,4022043,Waste Electrical and Electronic Equipment (t),4.646,7
Castel Condino,4022045,Waste Electrical and Electronic Equipment (t),2.275,7
Castel Ivano,4022240,Waste Electrical and Electronic Equipment (t),29.227,7
Castello Tesino,4022048,Waste Electrical and Electronic Equipment (t),12.576,7
Castello-Molina di Fiemme,4022047,Waste Electrical and Electronic Equipment (t),21.218,7
Castelnuovo,4022049,Waste Electrical and Electronic Equipment (t),9.555,7
Cavalese,4022050,Waste Electrical and Electronic Equipment (t),43.401,7
Cavareno,4022051,Waste Electrical and Electronic Equipment (t),11.508,7
Cavedago,4022052,Waste Electrical and Electronic Equipment (t),5.133,7
Cavedine,4022053,Waste Electrical and Electronic Equipment (t),24.207,7
Cavizzana,4022054,Waste Electrical and Electronic Equipment (t),1.417,7
Cembra Lisignago,4022241,Waste Electrical and Electronic Equipment (t),18.465,7
Cimone,4022058,Waste Electrical and Electronic Equipment (t),5.711,7
Cinte Tesino,4022059,Waste Electrical and Electronic Equipment (t),3.512,7
Cis,4022060,Waste Electrical and Electronic Equipment (t),2.744,7
Civezzano,4022061,Waste Electrical and Electronic Equipment (t),23.878,7
Cles,4022062,Waste Electrical and Electronic Equipment (t),60.683,7
Comano Terme,4022228,Waste Electrical and Electronic Equipment (t),32.755,7
Commezzadura,4022064,Waste Electrical and Electronic Equipment (t),15.817,7
Conta\',4022242,Waste Electrical and Electronic Equipment (t),12.284,7
Croviana,4022068,Waste Electrical and Electronic Equipment (t),8.001,7
Dambel,4022071,Waste Electrical and Electronic Equipment (t),3.714,7
Denno,4022074,Waste Electrical and Electronic Equipment (t),10.325,7
Dimaro Folgarida,4022233,Waste Electrical and Electronic Equipment (t),31.345,7
Drena,4022078,Waste Electrical and Electronic Equipment (t),4.823,7
Dro,4022079,Waste Electrical and Electronic Equipment (t),41.718,7
Fai della Paganella,4022081,Waste Electrical and Electronic Equipment (t),11.632,7
Fiave,4022083,Waste Electrical and Electronic Equipment (t),10.63,7
Fierozzo,4022085,Waste Electrical and Electronic Equipment (t),2.744,7
Folgaria,4022087,Waste Electrical and Electronic Equipment (t),35.522,7
Fornace,4022089,Waste Electrical and Electronic Equipment (t),7.673,7
Frassilongo,4022090,Waste Electrical and Electronic Equipment (t),2.163,7
Garniga Terme,4022091,Waste Electrical and Electronic Equipment (t),3.268,7
Giovo,4022092,Waste Electrical and Electronic Equipment (t),20.471,7
Giustino,4022093,Waste Electrical and Electronic Equipment (t),9.711,7
Grigno,4022095,Waste Electrical and Electronic Equipment (t),18.495,7
Imer,4022097,Waste Electrical and Electronic Equipment (t),10.39,7
Isera,4022098,Waste Electrical and Electronic Equipment (t),18.712,7
Lavarone,4022102,Waste Electrical and Electronic Equipment (t),19.852,7
Lavis,4022103,Waste Electrical and Electronic Equipment (t),72.346,7
Ledro,4022229,Waste Electrical and Electronic Equipment (t),57.725,7
Levico Terme,4022104,Waste Electrical and Electronic Equipment (t),51.792,7
Livo,4022106,Waste Electrical and Electronic Equipment (t),6.822,7
Lona-Lases,4022108,Waste Electrical and Electronic Equipment (t),6.949,7
Luserna,4022109,Waste Electrical and Electronic Equipment (t),0.551,7
Madruzzo,4022243,Waste Electrical and Electronic Equipment (t),23.377,7
Male,4022110,Waste Electrical and Electronic Equipment (t),29.934,7
Massimeno,4022112,Waste Electrical and Electronic Equipment (t),1.518,7
Mazzin,4022113,Waste Electrical and Electronic Equipment (t),3.767,7
Mezzana,4022114,Waste Electrical and Electronic Equipment (t),12.467,7
Mezzano,4022115,Waste Electrical and Electronic Equipment (t),14.607,7
Mezzocorona,4022116,Waste Electrical and Electronic Equipment (t),44.244,7
Mezzolombardo,4022117,Waste Electrical and Electronic Equipment (t),58.105,7
Moena,4022118,Waste Electrical and Electronic Equipment (t),5.35,7
Molveno,4022120,Waste Electrical and Electronic Equipment (t),17.967,7
Mori,4022123,Waste Electrical and Electronic Equipment (t),72.514,7
Nago-Torbole,4022124,Waste Electrical and Electronic Equipment (t),31.126,7
Nogaredo,4022127,Waste Electrical and Electronic Equipment (t),8.855,7
Nomi,4022128,Waste Electrical and Electronic Equipment (t),6.265,7
Novaledo,4022129,Waste Electrical and Electronic Equipment (t),9.792,7
Novella,4022253,Waste Electrical and Electronic Equipment (t),31.271,7
Ospedaletto,4022130,Waste Electrical and Electronic Equipment (t),6.981,7
Ossana,4022131,Waste Electrical and Electronic Equipment (t),10.572,7
Palu del Fersina,4022133,Waste Electrical and Electronic Equipment (t),1.687,7
Panchia ,4022134,Waste Electrical and Electronic Equipment (t),8.092,7
Peio,4022136,Waste Electrical and Electronic Equipment (t),18.173,7
Pellizzano,4022137,Waste Electrical and Electronic Equipment (t),15.597,7
Pelugo,4022138,Waste Electrical and Electronic Equipment (t),4.021,7
Pergine Valsugana,4022139,Waste Electrical and Electronic Equipment (t),169.133,7
Pieve Di Bono-Prezzo,4022234,Waste Electrical and Electronic Equipment (t),13.694,7
Pieve Tesino,4022142,Waste Electrical and Electronic Equipment (t),7.175,7
Pinzolo,4022143,Waste Electrical and Electronic Equipment (t),64.77,7
Pomarolo,4022144,Waste Electrical and Electronic Equipment (t),15.695,7
Porte Di Rendena,4022244,Waste Electrical and Electronic Equipment (t),17.279,7
Predaia,4022230,Waste Electrical and Electronic Equipment (t),63.388,7
Predazzo,4022147,Waste Electrical and Electronic Equipment (t),46.467,7
Primiero San Martino Di Castrozza,4022245,Waste Electrical and Electronic Equipment (t),62.945,7
Rabbi,4022150,Waste Electrical and Electronic Equipment (t),11.576,7
Riva del Garda,4022153,Waste Electrical and Electronic Equipment (t),163.567,7
Romeno,4022155,Waste Electrical and Electronic Equipment (t),13.415,7
Roncegno Terme,4022156,Waste Electrical and Electronic Equipment (t),26.664,7
Ronchi Valsugana,4022157,Waste Electrical and Electronic Equipment (t),4.304,7
Ronzo-Chienis,4022135,Waste Electrical and Electronic Equipment (t),6.1,7
Ronzone,4022159,Waste Electrical and Electronic Equipment (t),6.214,7
Rovere della Luna,4022160,Waste Electrical and Electronic Equipment (t),13.038,7
Rovereto,4022161,Waste Electrical and Electronic Equipment (t),307.51,7
Ruffre-Mendola,4022162,Waste Electrical and Electronic Equipment (t),4.989,7
Rumo,4022163,Waste Electrical and Electronic Equipment (t),7.741,7
Sagron Mis,4022164,Waste Electrical and Electronic Equipment (t),1.664,7
Samone,4022165,Waste Electrical and Electronic Equipment (t),4.954,7
San Lorenzo Dorsino,4022231,Waste Electrical and Electronic Equipment (t),18.312,7
San Michele all\'Adige,4022167,Waste Electrical and Electronic Equipment (t),31.536,7
Sant\'Orsola Terme,4022168,Waste Electrical and Electronic Equipment (t),6.075,7
Sanzeno,4022169,Waste Electrical and Electronic Equipment (t),7.91,7
Sarnonico,4022170,Waste Electrical and Electronic Equipment (t),8.154,7
Scurelle,4022171,Waste Electrical and Electronic Equipment (t),12.286,7
Segonzano,4022172,Waste Electrical and Electronic Equipment (t),11.886,7
Sella Giudicarie,4022246,Waste Electrical and Electronic Equipment (t),29.919,7
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Waste Electrical and Electronic Equipment (t),34.712,7
Sfruz,4022173,Waste Electrical and Electronic Equipment (t),4.111,7
Soraga,4022176,Waste Electrical and Electronic Equipment (t),1.14,7
Sover,4022177,Waste Electrical and Electronic Equipment (t),6.517,7
Spiazzo,4022179,Waste Electrical and Electronic Equipment (t),16.292,7
Spormaggiore,4022180,Waste Electrical and Electronic Equipment (t),10.599,7
Sporminore,4022181,Waste Electrical and Electronic Equipment (t),6.053,7
Stenico,4022182,Waste Electrical and Electronic Equipment (t),13.514,7
Storo,4022183,Waste Electrical and Electronic Equipment (t),43.48,7
Strembo,4022184,Waste Electrical and Electronic Equipment (t),6.059,7
Telve,4022188,Waste Electrical and Electronic Equipment (t),17.205,7
Telve di Sopra,4022189,Waste Electrical and Electronic Equipment (t),5.278,7
Tenna,4022190,Waste Electrical and Electronic Equipment (t),5.588,7
Tenno,4022191,Waste Electrical and Electronic Equipment (t),17.778,7
Terragnolo,4022193,Waste Electrical and Electronic Equipment (t),5.208,7
Terre d\'Adige,4022251,Waste Electrical and Electronic Equipment (t),24.222,7
Terzolas,4022195,Waste Electrical and Electronic Equipment (t),6.214,7
Tesero,4022196,Waste Electrical and Electronic Equipment (t),28.909,7
Tione di Trento,4022199,Waste Electrical and Electronic Equipment (t),35.315,7
Ton,4022200,Waste Electrical and Electronic Equipment (t),11.312,7
Torcegno,4022202,Waste Electrical and Electronic Equipment (t),6.218,7
Trambileno,4022203,Waste Electrical and Electronic Equipment (t),7.639,7
Tre Ville,4022247,Waste Electrical and Electronic Equipment (t),18.416,7
Trento,4022205,Waste Electrical and Electronic Equipment (t),842.956,7
Valdaone,4022232,Waste Electrical and Electronic Equipment (t),11.73,7
Valfloriana,4022209,Waste Electrical and Electronic Equipment (t),3.946,7
Vallarsa,4022210,Waste Electrical and Electronic Equipment (t),9.717,7
Vallelaghi,4022248,Waste Electrical and Electronic Equipment (t),41.74,7
Vermiglio,4022213,Waste Electrical and Electronic Equipment (t),17.654,7
Vignola-Falesina,4022216,Waste Electrical and Electronic Equipment (t),1.918,7
Villa d\'Anaunia,4022249,Waste Electrical and Electronic Equipment (t),40.634,7
Villa Lagarina,4022222,Waste Electrical and Electronic Equipment (t),37.109,7
Ville di Fiemme,4022254,Waste Electrical and Electronic Equipment (t),29.82,7
Volano,4022224,Waste Electrical and Electronic Equipment (t),29.905,7
Ziano di Fiemme,4022226,Waste Electrical and Electronic Equipment (t),18.176,7
Ala,4022001,Waste Electrical and Electronic Equipment (t),56.342,7
Albiano,4022002,Waste Electrical and Electronic Equipment (t),12.73,7
Aldeno,4022003,Waste Electrical and Electronic Equipment (t),26.997,7
Altavalle,4022235,Waste Electrical and Electronic Equipment (t),14.577,7
Altopiano Della Vigolana,4022236,Waste Electrical and Electronic Equipment (t),38.86,7
Amblar-Don,4022237,Waste Electrical and Electronic Equipment (t),6.59,7
Andalo,4022005,Waste Electrical and Electronic Equipment (t),29.422,7
Arco,4022006,Waste Electrical and Electronic Equipment (t),241.938,7
Avio,4022007,Waste Electrical and Electronic Equipment (t),31.143,7
Baselga di Pine,4022009,Waste Electrical and Electronic Equipment (t),44.902,7
Bedollo,4022011,Waste Electrical and Electronic Equipment (t),12.113,7
Besenello,4022013,Waste Electrical and Electronic Equipment (t),22.011,7
Bieno,4022015,Waste Electrical and Electronic Equipment (t),4.945,7
Bleggio Superiore,4022017,Waste Electrical and Electronic Equipment (t),18.461,7
Bocenago,4022018,Waste Electrical and Electronic Equipment (t),5.352,7
Bondone,4022021,Waste Electrical and Electronic Equipment (t),7.216,7
Borgo Chiese,4022238,Waste Electrical and Electronic Equipment (t),21.413,7
Borgo d\'Anaunia,4022252,Waste Electrical and Electronic Equipment (t),30.563,7
Borgo Lares,4022239,Waste Electrical and Electronic Equipment (t),7.994,7
Borgo Valsugana,4022022,Waste Electrical and Electronic Equipment (t),72.015,7
Brentonico,4022025,Waste Electrical and Electronic Equipment (t),33.185,7
Bresimo,4022026,Waste Electrical and Electronic Equipment (t),2.721,7
Caderzone Terme,4022029,Waste Electrical and Electronic Equipment (t),10.158,7
Calceranica al Lago,4022032,Waste Electrical and Electronic Equipment (t),14.839,7
Caldes,4022033,Waste Electrical and Electronic Equipment (t),9.067,7
Caldonazzo,4022034,Waste Electrical and Electronic Equipment (t),30.741,7
Calliano,4022035,Waste Electrical and Electronic Equipment (t),3.561,7
Campitello di Fassa,4022036,Waste Electrical and Electronic Equipment (t),13.65,7
Campodenno,4022037,Waste Electrical and Electronic Equipment (t),15.552,7
Canal San Bovo,4022038,Waste Electrical and Electronic Equipment (t),14.395,7
Canazei,4022039,Waste Electrical and Electronic Equipment (t),26.176,7
Capriana,4022040,Waste Electrical and Electronic Equipment (t),5.155,7
Carisolo,4022042,Waste Electrical and Electronic Equipment (t),19.218,7
Carzano,4022043,Waste Electrical and Electronic Equipment (t),5.393,7
Castel Condino,4022045,Waste Electrical and Electronic Equipment (t),2.558,7
Castel Ivano,4022240,Waste Electrical and Electronic Equipment (t),33.933,7
Castello Tesino,4022048,Waste Electrical and Electronic Equipment (t),14.601,7
Castello-Molina di Fiemme,4022047,Waste Electrical and Electronic Equipment (t),21.468,7
Castelnuovo,4022049,Waste Electrical and Electronic Equipment (t),11.094,7
Cavalese,4022050,Waste Electrical and Electronic Equipment (t),43.913,7
Cavareno,4022051,Waste Electrical and Electronic Equipment (t),13.946,7
Cavedago,4022052,Waste Electrical and Electronic Equipment (t),5.452,7
Cavedine,4022053,Waste Electrical and Electronic Equipment (t),25.706,7
Cavizzana,4022054,Waste Electrical and Electronic Equipment (t),1.971,7
Cembra Lisignago,4022241,Waste Electrical and Electronic Equipment (t),19.608,7
Cimone,4022058,Waste Electrical and Electronic Equipment (t),6.063,7
Cinte Tesino,4022059,Waste Electrical and Electronic Equipment (t),4.08,7
Cis,4022060,Waste Electrical and Electronic Equipment (t),3.325,7
Civezzano,4022061,Waste Electrical and Electronic Equipment (t),29.656,7
Cles,4022062,Waste Electrical and Electronic Equipment (t),73.537,7
Comano Terme,4022228,Waste Electrical and Electronic Equipment (t),36.815,7
Commezzadura,4022064,Waste Electrical and Electronic Equipment (t),11.836,7
Conta\',4022242,Waste Electrical and Electronic Equipment (t),14.887,7
Croviana,4022068,Waste Electrical and Electronic Equipment (t),5.738,7
Dambel,4022071,Waste Electrical and Electronic Equipment (t),4.502,7
Denno,4022074,Waste Electrical and Electronic Equipment (t),12.513,7
Dimaro Folgarida,4022233,Waste Electrical and Electronic Equipment (t),32.998,7
Drena,4022078,Waste Electrical and Electronic Equipment (t),7.62,7
