Comune,Istat,Waste type,Quantity
Bocenago,4022018,Altro RD (t),"11,730"
Bondone,4022021,Altro RD (t),"15,818"
Borgo Chiese,4022238,Altro RD (t),"46,952"
Borgo d\'Anaunia,4022252,Altro RD (t),"10,011"
Borgo Lares,4022239,Altro RD (t),"17,524"
Borgo Valsugana,4022022,Altro RD (t),"26,356"
Brentonico,4022025,Altro RD (t),"7,960"
Bresimo,4022026,Altro RD (t),"0,891"
Caderzone Terme,4022029,Altro RD (t),"22,268"
Calceranica al Lago,4022032,Altro RD (t),"9,932"
Caldes,4022033,Altro RD (t),"3,126"
Caldonazzo,4022034,Altro RD (t),"20,576"
Calliano,4022035,Altro RD (t),"0,264"
Campitello di Fassa,4022036,Altro RD (t),"8,851"
Campodenno,4022037,Altro RD (t),"5,094"
Canal San Bovo,4022038,Altro RD (t),"10,592"
Canazei,4022039,Altro RD (t),"14,678"
Capriana,4022040,Altro RD (t),"29,439"
Carisolo,4022042,Altro RD (t),"42,136"
Carzano,4022043,Altro RD (t),"1,974"
Castel Condino,4022045,Altro RD (t),"5,609"
Castel Ivano,4022240,Altro RD (t),"12,419"
Castello Tesino,4022048,Altro RD (t),"5,344"
Castello-Molina di Fiemme,4022047,Altro RD (t),"122,575"
Castelnuovo,4022049,Altro RD (t),"4,060"
Cavalese,4022050,Altro RD (t),"250,726"
Cavareno,4022051,Altro RD (t),"4,568"
Cavedago,4022052,Altro RD (t),"3,430"
Cavedine,4022053,Altro RD (t),"16,171"
Cavizzana,4022054,Altro RD (t),"0,680"
Cembra Lisignago,4022241,Altro RD (t),"12,336"
Cimone,4022058,Altro RD (t),"3,815"
Cinte Tesino,4022059,Altro RD (t),"1,493"
Cis,4022060,Altro RD (t),"1,089"
Civezzano,4022061,Altro RD (t),"19,850"
Cles,4022062,Altro RD (t),"24,091"
Comano Terme,4022228,Altro RD (t),"80,716"
Commezzadura,4022064,Altro RD (t),"3,946"
Conta\',4022242,Altro RD (t),"4,878"
Croviana,4022068,Altro RD (t),"1,997"
Dambel,4022071,Altro RD (t),"1,475"
Denno,4022074,Altro RD (t),"4,100"
Dimaro Folgarida,4022233,Altro RD (t),"11,155"
Drena,4022078,Altro RD (t),"3,079"
Dro,4022079,Altro RD (t),"26,631"
Fai della Paganella,4022081,Altro RD (t),"7,771"
Fiave,4022083,Altro RD (t),"26,193"
Fierozzo,4022085,Altro RD (t),"2,473"
Folgaria,4022087,Altro RD (t),"2,860"
Fornace,4022089,Altro RD (t),"6,517"
Frassilongo,4022090,Altro RD (t),"1,990"
Garniga Terme,4022091,Altro RD (t),"2,184"
Giovo,4022092,Altro RD (t),"13,676"
Giustino,4022093,Altro RD (t),"23,927"
Grigno,4022095,Altro RD (t),"7,859"
Imer,4022097,Altro RD (t),"8,252"
Isera,4022098,Altro RD (t),"10,078"
Lavarone,4022102,Altro RD (t),"8,000"
Lavis,4022103,Altro RD (t),"48,399"
Ledro,4022229,Altro RD (t),"36,850"
Levico Terme,4022104,Altro RD (t),"48,051"
Livo,4022106,Altro RD (t),"2,708"
Lona-Lases,4022108,Altro RD (t),"4,643"
Luserna,4022109,Altro RD (t),"1,820"
Madruzzo,4022243,Altro RD (t),"15,618"
Male,4022110,Altro RD (t),"6,461"
Massimeno,4022112,Altro RD (t),"3,739"
Mazzin,4022113,Altro RD (t),"2,950"
Mezzana,4022114,Altro RD (t),"8,098"
Mezzano,4022115,Altro RD (t),"11,602"
Mezzocorona,4022116,Altro RD (t),"29,557"
Mezzolombardo,4022117,Altro RD (t),"38,816"
Moena,4022118,Altro RD (t),"19,022"
Molveno,4022120,Altro RD (t),"12,003"
Mori,4022123,Altro RD (t),"9,321"
Nago-Torbole,4022124,Altro RD (t),"19,869"
Nogaredo,4022127,Altro RD (t),"1,135"
Nomi,4022128,Altro RD (t),"0,437"
Novaledo,4022129,Altro RD (t),"4,161"
Novella,4022253,Altro RD (t),"12,414"
Ospedaletto,4022130,Altro RD (t),"2,967"
Ossana,4022131,Altro RD (t),"3,250"
Palu del Fersina,4022133,Altro RD (t),"0,897"
Panchia ,4022134,Altro RD (t),"46,746"
Peio,4022136,Altro RD (t),"7,970"
Pellizzano,4022137,Altro RD (t),"7,111"
Pelugo,4022138,Altro RD (t),"9,907"
Pergine Valsugana,4022139,Altro RD (t),"107,155"
Pieve Di Bono-Prezzo,4022234,Altro RD (t),"33,740"
Pieve Tesino,4022142,Altro RD (t),"3,049"
Pinzolo,4022143,Altro RD (t),"159,620"
Pomarolo,4022144,Altro RD (t),"22,969"
Porte Di Rendena,4022244,Altro RD (t),"42,583"
Predaia,4022230,Altro RD (t),"25,166"
Predazzo,4022147,Altro RD (t),"268,435"
Primiero San Martino Di Castrozza,4022245,Altro RD (t),"49,999"
Rabbi,4022150,Altro RD (t),"4,403"
Riva del Garda,4022153,Altro RD (t),"104,416"
Romeno,4022155,Altro RD (t),"5,326"
Roncegno Terme,4022156,Altro RD (t),"11,329"
Ronchi Valsugana,4022157,Altro RD (t),"1,829"
Ronzone,4022159,Altro RD (t),"2,466"
Rovere della Luna,4022160,Altro RD (t),"8,711"
Rovereto,4022161,Altro RD (t),"444,969"
Ruffre-Mendola,4022162,Altro RD (t),"1,982"
Rumo,4022163,Altro RD (t),"3,073"
Sagron Mis,4022164,Altro RD (t),"1,322"
Samone,4022165,Altro RD (t),"2,104"
San Lorenzo Dorsino,4022231,Altro RD (t),"45,128"
San Michele all\'Adige,4022167,Altro RD (t),"21,067"
Sant\'Orsola Terme,4022168,Altro RD (t),"5,512"
Sanzeno,4022169,Altro RD (t),"3,141"
Sarnonico,4022170,Altro RD (t),"3,237"
Scurelle,4022171,Altro RD (t),"5,221"
Segonzano,4022172,Altro RD (t),"7,940"
Sella Giudicarie,4022246,Altro RD (t),"73,735"
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Altro RD (t),"32,530"
Sfruz,4022173,Altro RD (t),"1,632"
Soraga,4022176,Altro RD (t),"4,755"
Sover,4022177,Altro RD (t),"4,353"
Spiazzo,4022179,Altro RD (t),"40,148"
Spormaggiore,4022180,Altro RD (t),"7,080"
Sporminore,4022181,Altro RD (t),"2,402"
Stenico,4022182,Altro RD (t),"33,297"
Storo,4022183,Altro RD (t),"107,153"
Strembo,4022184,Altro RD (t),"14,932"
Telve,4022188,Altro RD (t),"7,311"
Telve di Sopra,4022189,Altro RD (t),"2,243"
Tenna,4022190,Altro RD (t),"5,659"
Tenno,4022191,Altro RD (t),"11,349"
Terre d\'Adige,4022251,Altro RD (t),"16,182"
Terzolas,4022195,Altro RD (t),"1,836"
Tesero,4022196,Altro RD (t),"167,002"
Tione di Trento,4022199,Altro RD (t),"87,032"
Ton,4022200,Altro RD (t),"4,491"
Torcegno,4022202,Altro RD (t),"2,642"
Tre Ville,4022247,Altro RD (t),"45,389"
Trento,4022205,Altro RD (t),"1.650,727"
Valdaone,4022232,Altro RD (t),"28,903"
Valfloriana,4022209,Altro RD (t),"22,793"
Vallelaghi,4022248,Altro RD (t),"27,885"
Vermiglio,4022213,Altro RD (t),"7,695"
Vignola-Falesina,4022216,Altro RD (t),"1,092"
Villa d\'Anaunia,4022249,Altro RD (t),"16,132"
Villa Lagarina,4022222,Altro RD (t),"3,732"
Ville di Fiemme,4022254,Altro RD (t),"172,265"
Volano,4022224,Altro RD (t),"15,773"
Ziano di Fiemme,4022226,Altro RD (t),"105,001"
Ala,4022001,Altro RD (t),"11,680"
Albiano,4022002,Altro RD (t),"6,807"
Aldeno,4022003,Altro RD (t),"14,796"
Altavalle,4022235,Altro RD (t),"7,945"
Altopiano Della Vigolana,4022236,Altro RD (t),"21,103"
Amblar-Don,4022237,Altro RD (t),"1,701"
Andalo,4022005,Altro RD (t),"20,498"
Arco,4022006,Altro RD (t),"86,966"
Avio,4022007,Altro RD (t),"7,700"
Baselga di Pine,4022009,Altro RD (t),"21,599"
Bedollo,4022011,Altro RD (t),"6,318"
Besenello,4022013,Altro RD (t),"2,660"
Bieno,4022015,Altro RD (t),"1,638"
Bleggio Superiore,4022017,Altro RD (t),"41,563"
Bocenago,4022018,Altro RD (t),"10,983"
Bondone,4022021,Altro RD (t),"18,808"
Borgo Chiese,4022238,Altro RD (t),"52,876"
Borgo d\'Anaunia,4022252,Altro RD (t),"8,521"
Borgo Lares,4022239,Altro RD (t),"19,592"
Borgo Valsugana,4022022,Altro RD (t),"24,802"
Brentonico,4022025,Altro RD (t),"4,560"
Bresimo,4022026,Altro RD (t),"0,780"
Caderzone Terme,4022029,Altro RD (t),"20,536"
Calceranica al Lago,4022032,Altro RD (t),"8,431"
Caldes,4022033,Altro RD (t),"2,842"
Caldonazzo,4022034,Altro RD (t),"17,073"
Calliano,4022035,Altro RD (t),"0,500"
Campitello di Fassa,4022036,Altro RD (t),"10,027"
Campodenno,4022037,Altro RD (t),"4,683"
Canal San Bovo,4022038,Altro RD (t),"12,092"
Canazei,4022039,Altro RD (t),"15,832"
Capriana,4022040,Altro RD (t),"21,145"
Carisolo,4022042,Altro RD (t),"30,201"
Carzano,4022043,Altro RD (t),"1,790"
Castel Condino,4022045,Altro RD (t),"6,126"
Castel Ivano,4022240,Altro RD (t),"11,474"
Castello Tesino,4022048,Altro RD (t),"4,379"
Castello-Molina di Fiemme,4022047,Altro RD (t),"88,991"
Castelnuovo,4022049,Altro RD (t),"3,818"
Cavalese,4022050,Altro RD (t),"170,542"
Cavareno,4022051,Altro RD (t),"3,644"
Cavedago,4022052,Altro RD (t),"3,198"
Cavedine,4022053,Altro RD (t),"14,604"
Cavizzana,4022054,Altro RD (t),"0,926"
Cembra Lisignago,4022241,Altro RD (t),"10,737"
Cimone,4022058,Altro RD (t),"3,335"
Cinte Tesino,4022059,Altro RD (t),"1,292"
Cis,4022060,Altro RD (t),"0,941"
Civezzano,4022061,Altro RD (t),"16,764"
Cles,4022062,Altro RD (t),"22,486"
Comano Terme,4022228,Altro RD (t),"85,743"
Commezzadura,4022064,Altro RD (t),"5,730"
Conta\',4022242,Altro RD (t),"4,430"
Croviana,4022068,Altro RD (t),"2,437"
Dambel,4022071,Altro RD (t),"1,317"
Denno,4022074,Altro RD (t),"3,896"
Dimaro Folgarida,4022233,Altro RD (t),"12,880"
Drena,4022078,Altro RD (t),"2,245"
Dro,4022079,Altro RD (t),"16,308"
Fai della Paganella,4022081,Altro RD (t),"6,080"
Fiave,4022083,Altro RD (t),"28,793"
Fierozzo,4022085,Altro RD (t),"1,922"
Folgaria,4022087,Altro RD (t),"4,444"
Fornace,4022089,Altro RD (t),"5,409"
Frassilongo,4022090,Altro RD (t),"1,404"
Garniga Terme,4022091,Altro RD (t),"1,806"
Giovo,4022092,Altro RD (t),"11,755"
Giustino,4022093,Altro RD (t),"24,341"
Grigno,4022095,Altro RD (t),"7,110"
Imer,4022097,Altro RD (t),"9,709"
Isera,4022098,Altro RD (t),"7,285"
Lavarone,4022102,Altro RD (t),"6,520"
Lavis,4022103,Altro RD (t),"47,557"
Ledro,4022229,Altro RD (t),"27,700"
Levico Terme,4022104,Altro RD (t),"39,327"
Livo,4022106,Altro RD (t),"2,341"
Lona-Lases,4022108,Altro RD (t),"3,960"
Madruzzo,4022243,Altro RD (t),"13,605"
Male,4022110,Altro RD (t),"7,161"
Massimeno,4022112,Altro RD (t),"3,859"
Mazzin,4022113,Altro RD (t),"3,606"
Mezzana,4022114,Altro RD (t),"7,141"
Mezzano,4022115,Altro RD (t),"12,980"
Mezzocorona,4022116,Altro RD (t),"28,810"
Mezzolombardo,4022117,Altro RD (t),"39,789"
Moena,4022118,Altro RD (t),"17,110"
Molveno,4022120,Altro RD (t),"13,999"
Mori,4022123,Altro RD (t),"2,776"
Nago-Torbole,4022124,Altro RD (t),"18,272"
Nogaredo,4022127,Altro RD (t),"1,560"
Nomi,4022128,Altro RD (t),"0,720"
Novaledo,4022129,Altro RD (t),"3,884"
Novella,4022253,Altro RD (t),"11,279"
Ospedaletto,4022130,Altro RD (t),"2,776"
Ossana,4022131,Altro RD (t),"3,325"
Palu del Fersina,4022133,Altro RD (t),"0,669"
Panchia ,4022134,Altro RD (t),"32,652"
Peio,4022136,Altro RD (t),"10,175"
Pellizzano,4022137,Altro RD (t),"9,406"
Pelugo,4022138,Altro RD (t),"11,118"
Pergine Valsugana,4022139,Altro RD (t),"88,830"
Pieve Di Bono-Prezzo,4022234,Altro RD (t),"39,344"
Pieve Tesino,4022142,Altro RD (t),"2,776"
Pinzolo,4022143,Altro RD (t),"153,304"
Pomarolo,4022144,Altro RD (t),"22,976"
Porte Di Rendena,4022244,Altro RD (t),"50,097"
Predaia,4022230,Altro RD (t),"21,867"
Predazzo,4022147,Altro RD (t),"188,925"
Primiero San Martino Di Castrozza,4022245,Altro RD (t),"55,462"
Rabbi,4022150,Altro RD (t),"5,211"
Riva del Garda,4022153,Altro RD (t),"81,092"
Romeno,4022155,Altro RD (t),"4,624"
Roncegno Terme,4022156,Altro RD (t),"10,579"
Ronchi Valsugana,4022157,Altro RD (t),"1,582"
Ronzone,4022159,Altro RD (t),"1,676"
Rovere della Luna,4022160,Altro RD (t),"8,735"
Rovereto,4022161,Altro RD (t),"460,424"
Ruffre-Mendola,4022162,Altro RD (t),"1,388"
Rumo,4022163,Altro RD (t),"2,622"
Sagron Mis,4022164,Altro RD (t),"1,552"
Samone,4022165,Altro RD (t),"1,902"
San Lorenzo Dorsino,4022231,Altro RD (t),"47,611"
San Michele all\'Adige,4022167,Altro RD (t),"18,822"
Sant\'Orsola Terme,4022168,Altro RD (t),"4,566"
Sanzeno,4022169,Altro RD (t),"2,887"
Sarnonico,4022170,Altro RD (t),"2,781"
Scurelle,4022171,Altro RD (t),"4,730"
Segonzano,4022172,Altro RD (t),"6,656"
Sella Giudicarie,4022246,Altro RD (t),"80,920"
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Altro RD (t),"31,472"
Sfruz,4022173,Altro RD (t),"1,216"
Soraga,4022176,Altro RD (t),"3,837"
Sover,4022177,Altro RD (t),"3,690"
Spiazzo,4022179,Altro RD (t),"35,516"
Spormaggiore,4022180,Altro RD (t),"6,509"
Sporminore,4022181,Altro RD (t),"2,231"
Stenico,4022182,Altro RD (t),"34,946"
Storo,4022183,Altro RD (t),"121,889"
Strembo,4022184,Altro RD (t),"16,596"
Telve,4022188,Altro RD (t),"6,744"
Telve di Sopra,4022189,Altro RD (t),"2,146"
Tenna,4022190,Altro RD (t),"4,396"
Tenno,4022191,Altro RD (t),"8,351"
Terre d\'Adige,4022251,Altro RD (t),"14,171"
Terzolas,4022195,Altro RD (t),"2,124"
Tesero,4022196,Altro RD (t),"129,940"
Tione di Trento,4022199,Altro RD (t),"99,811"
Ton,4022200,Altro RD (t),"4,017"
Torcegno,4022202,Altro RD (t),"2,484"
Tre Ville,4022247,Altro RD (t),"46,697"
Trento,4022205,Altro RD (t),"1.578,985"
Valdaone,4022232,Altro RD (t),"31,950"
Valfloriana,4022209,Altro RD (t),"16,980"
Vallelaghi,4022248,Altro RD (t),"23,999"
Vermiglio,4022213,Altro RD (t),"11,798"
Vignola-Falesina,4022216,Altro RD (t),"0,873"
Villa d\'Anaunia,4022249,Altro RD (t),"14,790"
Villa Lagarina,4022222,Altro RD (t),"5,247"
Ville di Fiemme,4022254,Altro RD (t),"107,383"
Volano,4022224,Altro RD (t),"14,205"
Ziano di Fiemme,4022226,Altro RD (t),"68,588"
Ala,4022001,Legno (t),"22,817"
Albiano,4022002,Legno (t),"25,357"
Aldeno,4022003,Legno (t),"64,820"
Amblar,4022004,Legno (t),"8,925"
Andalo,4022005,Legno (t),"89,740"
Arco,4022006,Legno (t),"296,708"
Avio,4022007,Legno (t),"93,460"
Baselga di Pine,4022009,Legno (t),"126,500"
Bedollo,4022011,Legno (t),"42,736"
Bersone,4022012,Legno (t),"1,970"
Besenello,4022013,Legno (t),"44,370"
Bieno,4022015,Legno (t),"4,474"
Bleggio Superiore,4022017,Legno (t),"31,135"
Bocenago,4022018,Legno (t),"6,863"
Bolbeno,4022019,Legno (t),"6,654"
Bondo,4022020,Legno (t),"6,547"
Bondone,4022021,Legno (t),"6,415"
Borgo Valsugana,4022022,Legno (t),"115,664"
Bosentino,4022023,Legno (t),"14,719"
Breguzzo,4022024,Legno (t),"5,778"
Brentonico,4022025,Legno (t),"110,177"
Bresimo,4022026,Legno (t),"7,933"
Brez,4022027,Legno (t),"23,861"
Brione,4022028,Legno (t),"0,655"
Caderzone Terme,4022029,Legno (t),"8,251"
Cagno,4022030,Legno (t),"10,698"
Calavino,4022031,Legno (t),"27,583"
Calceranica al Lago,4022032,Legno (t),"41,503"
Caldes,4022033,Legno (t),"12,004"
Caldonazzo,4022034,Legno (t),"79,847"
Calliano,4022035,Legno (t),"6,921"
Campitello di Fassa,4022036,Legno (t),"51,850"
Campodenno,4022037,Legno (t),"45,437"
Canal San Bovo,4022038,Legno (t),"77,175"
Canazei,4022039,Legno (t),"101,610"
Capriana,4022040,Legno (t),"8,975"
Carano,4022041,Legno (t),"27,010"
Carisolo,4022042,Legno (t),"19,014"
Carzano,4022043,Legno (t),"20,769"
Castel Condino,4022045,Legno (t),"1,875"
Castelfondo,4022046,Legno (t),"21,366"
Castello Tesino,4022048,Legno (t),"34,471"
Castello-Molina di Fiemme,4022047,Legno (t),"36,971"
Castelnuovo,4022049,Legno (t),"23,299"
Cavalese,4022050,Legno (t),"76,364"
Cavareno,4022051,Legno (t),"40,869"
Cavedago,4022052,Legno (t),"28,030"
Cavedine,4022053,Legno (t),"48,510"
Cavizzana,4022054,Legno (t),"2,546"
Cembra,4022055,Legno (t),"34,095"
Centa San Nicolo,4022056,Legno (t),"11,484"
Cimego,4022057,Legno (t),"3,762"
Cimone,4022058,Legno (t),"10,919"
Cinte Tesino,4022059,Legno (t),"9,383"
Cis,4022060,Legno (t),"9,616"
Civezzano,4022061,Legno (t),"59,829"
Cles,4022062,Legno (t),"211,109"
Cloz,4022063,Legno (t),"22,388"
Comano Terme,4022228,Legno (t),"42,683"
Commezzadura,4022064,Legno (t),"32,913"
Condino,4022066,Legno (t),"29,847"
Coredo,4022067,Legno (t),"62,897"
Croviana,4022068,Legno (t),"15,300"
Cunevo,4022069,Legno (t),"18,782"
Daiano,4022070,Legno (t),"11,943"
Dambel,4022071,Legno (t),"13,162"
Daone,4022072,Legno (t),"4,281"
Dare,4022073,Legno (t),"4,788"
Denno,4022074,Legno (t),"39,157"
Dimaro,4022075,Legno (t),"37,347"
Don,4022076,Legno (t),"10,398"
Dorsino,4022077,Legno (t),"4,241"
Drena,4022078,Legno (t),"3,496"
Dro,4022079,Legno (t),"85,624"
Faedo,4022080,Legno (t),"0,430"
Fai della Paganella,4022081,Legno (t),"41,460"
Faver,4022082,Legno (t),"16,200"
Fiave,4022083,Legno (t),"10,779"
Fiera di Primiero,4022084,Legno (t),"29,176"
Fierozzo,4022085,Legno (t),"6,143"
Flavon,4022086,Legno (t),"17,009"
Folgaria,4022087,Legno (t),"139,825"
Fondo,4022088,Legno (t),"51,928"
Fornace,4022089,Legno (t),"16,120"
Frassilongo,4022090,Legno (t),"4,349"
Garniga Terme,4022091,Legno (t),"6,581"
Giovo,4022092,Legno (t),"30,960"
Giustino,4022093,Legno (t),"23,168"
Grauno,4022094,Legno (t),"2,480"
Grigno,4022095,Legno (t),"29,150"
Grumes,4022096,Legno (t),"3,860"
Imer,4022097,Legno (t),"55,794"
Isera,4022098,Legno (t),"42,596"
Ivano-Fracena,4022099,Legno (t),"5,542"
Lardaro,4022100,Legno (t),"2,190"
Lasino,4022101,Legno (t),"26,882"
Lavarone,4022102,Legno (t),"85,868"
Lavis,4022103,Legno (t),"358,980"
Ledro,4022229,Legno (t),"155,460"
Levico Terme,4022104,Legno (t),"113,575"
Lisignago,4022105,Legno (t),"10,155"
Livo,4022106,Legno (t),"26,445"
Lona-Lases,4022108,Legno (t),"14,893"
Luserna,4022109,Legno (t),"10,548"
Male,4022110,Legno (t),"37,660"
Malosco,4022111,Legno (t),"20,405"
Massimeno,4022112,Legno (t),"2,106"
Mazzin,4022113,Legno (t),"36,558"
Mezzana,4022114,Legno (t),"37,740"
Mezzano,4022115,Legno (t),"78,389"
Mezzocorona,4022116,Legno (t),"188,293"
Mezzolombardo,4022117,Legno (t),"138,950"
Moena,4022118,Legno (t),"186,830"
Molveno,4022120,Legno (t),"57,620"
Monclassico,4022121,Legno (t),"27,920"
Montagne,4022122,Legno (t),"2,715"
Mori,4022123,Legno (t),"200,795"
Nago-Torbole,4022124,Legno (t),"73,730"
Nanno,4022125,Legno (t),"18,421"
Nave San Rocco,4022126,Legno (t),"25,940"
Nogaredo,4022127,Legno (t),"28,367"
Nomi,4022128,Legno (t),"14,290"
Novaledo,4022129,Legno (t),"13,333"
Ospedaletto,4022130,Legno (t),"10,833"
Ossana,4022131,Legno (t),"27,980"
Padergnone,4022132,Legno (t),"14,467"
Palu del Fersina,4022133,Legno (t),"2,690"
Panchia ,4022134,Legno (t),"13,270"
Peio,4022136,Legno (t),"49,340"
Pellizzano,4022137,Legno (t),"23,820"
Pelugo,4022138,Legno (t),"3,127"
Pergine Valsugana,4022139,Legno (t),"408,762"
Pieve di Bono,4022140,Legno (t),"29,214"
Pieve Tesino,4022142,Legno (t),"19,577"
Pinzolo,4022143,Legno (t),"285,359"
Pomarolo,4022144,Legno (t),"39,770"
Pozza di Fassa,4022145,Legno (t),"66,654"
Praso,4022146,Legno (t),"2,452"
Predazzo,4022147,Legno (t),"81,326"
Preore,4022148,Legno (t),"2,571"
Prezzo,4022149,Legno (t),"1,529"
Rabbi,4022150,Legno (t),"11,760"
Ragoli,4022151,Legno (t),"70,775"
Revo,4022152,Legno (t),"37,684"
Riva del Garda,4022153,Legno (t),"332,524"
Romallo,4022154,Legno (t),"18,511"
Romeno,4022155,Legno (t),"48,713"
Roncegno Terme,4022156,Legno (t),"38,826"
Ronchi Valsugana,4022157,Legno (t),"19,355"
Roncone,4022158,Legno (t),"15,451"
Ronzo-Chienis,4022135,Legno (t),"3,490"
Ronzone,4022159,Legno (t),"24,822"
Rovere della Luna,4022160,Legno (t),"34,360"
Rovereto,4022161,Legno (t),"674,868"
Ruffre-Mendola,4022162,Legno (t),"18,722"
Rumo,4022163,Legno (t),"28,428"
Sagron Mis,4022164,Legno (t),"9,750"
Samone,4022165,Legno (t),"7,101"
San Lorenzo in Banale,4022166,Legno (t),"12,171"
San Michele all\'Adige,4022167,Legno (t),"130,427"
Sant\'Orsola Terme,4022168,Legno (t),"10,028"
Sanzeno,4022169,Legno (t),"29,059"
Sarnonico,4022170,Legno (t),"29,420"
Scurelle,4022171,Legno (t),"56,334"
Segonzano,4022172,Legno (t),"23,085"
Sfruz,4022173,Legno (t),"14,394"
Siror,4022174,Legno (t),"122,794"
Smarano,4022175,Legno (t),"19,473"
Soraga,4022176,Legno (t),"23,820"
Sover,4022177,Legno (t),"13,045"
Spera,4022178,Legno (t),"13,832"
Spiazzo,4022179,Legno (t),"36,133"
Spormaggiore,4022180,Legno (t),"51,990"
Sporminore,4022181,Legno (t),"21,577"
Stenico,4022182,Legno (t),"31,114"
Storo,4022183,Legno (t),"54,573"
Strembo,4022184,Legno (t),"5,814"
Strigno,4022185,Legno (t),"15,895"
Taio,4022186,Legno (t),"92,828"
Tassullo,4022187,Legno (t),"57,247"
Telve,4022188,Legno (t),"40,203"
Telve di Sopra,4022189,Legno (t),"9,437"
Tenna,4022190,Legno (t),"10,000"
Tenno,4022191,Legno (t),"28,398"
Terlago,4022192,Legno (t),"31,531"
Terragnolo,4022193,Legno (t),"0,775"
Terres,4022194,Legno (t),"9,977"
Terzolas,4022195,Legno (t),"8,950"
Tesero,4022196,Legno (t),"49,398"
Tione di Trento,4022199,Legno (t),"112,044"
Ton,4022200,Legno (t),"40,689"
Tonadico,4022201,Legno (t),"93,686"
Torcegno,4022202,Legno (t),"10,487"
Trambileno,4022203,Legno (t),"1,919"
Transacqua,4022204,Legno (t),"122,496"
Trento,4022205,Legno (t),"2.269,243"
Tres,4022206,Legno (t),"25,033"
Tuenno,4022207,Legno (t),"73,805"
Valda,4022208,Legno (t),"1,780"
Valfloriana,4022209,Legno (t),"7,605"
Vallarsa,4022210,Legno (t),"2,710"
Varena,4022211,Legno (t),"16,027"
Vattaro,4022212,Legno (t),"21,196"
Vermiglio,4022213,Legno (t),"37,420"
Vervo,4022214,Legno (t),"24,041"
Vezzano,4022215,Legno (t),"33,479"
Vignola-Falesina,4022216,Legno (t),"3,241"
Vigo di Fassa,4022217,Legno (t),"44,436"
Vigo Rendena,4022220,Legno (t),"6,465"
Vigolo Vattaro,4022219,Legno (t),"44,348"
Villa Agnedo,4022221,Legno (t),"15,865"
Villa Lagarina,4022222,Legno (t),"65,885"
Villa Rendena,4022223,Legno (t),"7,247"
Volano,4022224,Legno (t),"76,854"
Zambana,4022225,Legno (t),"18,950"
Ziano di Fiemme,4022226,Legno (t),"31,271"
Zuclo,4022227,Legno (t),"7,564"
Ala,4022001,Legno (t),"8,006"
Albiano,4022002,Legno (t),"25,011"
Aldeno,4022003,Legno (t),"71,940"
Amblar,4022004,Legno (t),"9,184"
Andalo,4022005,Legno (t),"94,065"
Arco,4022006,Legno (t),"336,826"
Avio,4022007,Legno (t),"71,807"
Baselga di Pine,4022009,Legno (t),"107,299"
Bedollo,4022011,Legno (t),"35,004"
Besenello,4022013,Legno (t),"56,180"
Bieno,4022015,Legno (t),"5,027"
Bleggio Superiore,4022017,Legno (t),"33,931"
Bocenago,4022018,Legno (t),"9,912"
Bolbeno,4022019,Legno (t),"6,741"
Bondo,4022020,Legno (t),"14,089"
Bondone,4022021,Legno (t),"13,538"
Borgo Valsugana,4022022,Legno (t),"76,711"
Bosentino,4022023,Legno (t),"13,796"
Breguzzo,4022024,Legno (t),"13,500"
Brentonico,4022025,Legno (t),"107,687"
Bresimo,4022026,Legno (t),"8,067"
Brez,4022027,Legno (t),"24,914"
Brione,4022028,Legno (t),"2,411"
Caderzone Terme,4022029,Legno (t),"20,886"
Cagno,4022030,Legno (t),"10,921"
Calavino,4022031,Legno (t),"20,180"
Calceranica al Lago,4022032,Legno (t),"43,459"
Caldes,4022033,Legno (t),"9,977"
Caldonazzo,4022034,Legno (t),"82,636"
Calliano,4022035,Legno (t),"6,877"
Campitello di Fassa,4022036,Legno (t),"52,670"
Campodenno,4022037,Legno (t),"46,943"
Canal San Bovo,4022038,Legno (t),"72,438"
Canazei,4022039,Legno (t),"71,700"
Capriana,4022040,Legno (t),"8,326"
Carano,4022041,Legno (t),"25,999"
Carisolo,4022042,Legno (t),"39,551"
Carzano,4022043,Legno (t),"7,324"
Castel Condino,4022045,Legno (t),"4,690"
Castelfondo,4022046,Legno (t),"21,656"
Castello Tesino,4022048,Legno (t),"29,457"
Castello-Molina di Fiemme,4022047,Legno (t),"35,026"
Castelnuovo,4022049,Legno (t),"19,432"
Cavalese,4022050,Legno (t),"73,578"
Cavareno,4022051,Legno (t),"42,568"
Cavedago,4022052,Legno (t),"17,850"
Cavedine,4022053,Legno (t),"46,550"
Cavizzana,4022054,Legno (t),"2,256"
Cembra,4022055,Legno (t),"38,156"
